0.82185, 0.904681, 0.00684114, 5.03865e-017, -7.32919e-010, 4.88472e-011
0.796436, 0.890599, 0.00703104, -1.74035e-017, -4.16076e-010, 2.51194e-011
0.824858, 0.905686, 0.00683677, 4.77535e-018, -6.21686e-012, 3.21705e-012
0.826185, 0.904883, 0.00684243, -4.50427e-016, -1.77552e-009, 9.77378e-011
0.807062, 0.891156, 0.00701542, -9.39054e-017, -1.13522e-009, 6.85248e-011
0.822949, 0.909485, 0.00682258, 4.29576e-018, -2.68422e-010, 2.00506e-011
0.807068, 0.909085, 0.00682575, -1.83412e-015, -3.75417e-009, 2.0984e-010
0.823818, 0.905996, 0.00683819, -1.31688e-018, -1.13456e-010, 6.99118e-012
0.826055, 0.905243, 0.00684605, -1.31315e-017, -3.42003e-010, 2.07945e-011
0.808164, 0.894111, 0.00697645, 2.37971e-018, -1.10272e-011, 2.70568e-012
