0.880752, 0.960562, 0.00639327, -3.36195e-016, -1.53993e-009, 8.01824e-011
0.874514, 0.962312, 0.006392, -2.07634e-014, -1.15557e-008, 5.91874e-010
0.870671, 0.956673, 0.00640596, -2.01413e-015, -3.6827e-009, 1.90962e-010
0.872994, 0.960979, 0.00639712, -1.20439e-017, -3.93287e-010, 2.23812e-011
0.861747, 0.959166, 0.00641172, -3.56086e-017, -5.17995e-010, 2.73105e-011
0.865332, 0.95892, 0.0064119, -1.34389e-017, -3.06701e-010, 1.60098e-011
0.849685, 0.958424, 0.0064142, -6.02269e-016, -2.00365e-009, 1.03885e-010
0.849059, 0.958599, 0.00641299, -2.02682e-016, -1.28954e-009, 7.00931e-011
0.858186, 0.955656, 0.00642328, -7.29175e-016, -2.16641e-009, 1.11381e-010
0.880656, 0.957434, 0.00640774, -9.36442e-016, -2.58685e-009, 1.3586e-010
0.884182, 0.958017, 0.00640313, -1.4751e-015, -3.08413e-009, 1.5828e-010
0.881284, 0.957733, 0.00640954, -5.45489e-015, -6.00482e-009, 3.09898e-010
0.846354, 0.957466, 0.00641708, -1.11776e-016, -1.05084e-009, 5.74477e-011
0.864252, 0.958516, 0.00640355, -6.65013e-017, -8.50427e-010, 4.63851e-011
