0.846786, 0.958419, 0.00641377, -1.05255e-016, -8.84061e-010, 4.67224e-011
0.866845, 0.959604, 0.00640027, -4.23036e-015, -5.25395e-009, 2.70499e-010
0.874629, 0.960965, 0.00639082, -2.79165e-016, -1.48806e-009, 7.86532e-011
0.861045, 0.956838, 0.00641619, -7.66969e-016, -2.27632e-009, 1.18553e-010
0.866993, 0.962957, 0.00638919, -1.54058e-015, -3.19635e-009, 1.65133e-010
0.853356, 0.957954, 0.00641492, -5.00037e-017, -5.74781e-010, 2.97408e-011
0.849957, 0.956491, 0.00641682, -2.49639e-016, -1.29704e-009, 6.7237e-011
0.877531, 0.959258, 0.00640434, -1.2755e-017, -2.87913e-010, 1.48114e-011
0.869556, 0.960289, 0.00640382, -1.95587e-015, -3.57299e-009, 1.84034e-010
0.860482, 0.959669, 0.00641081, -3.10903e-017, -5.16564e-010, 2.80134e-011
0.875212, 0.957473, 0.00640808, -7.68419e-016, -2.25571e-009, 1.16567e-010
0.872388, 0.958121, 0.00640225, -1.81663e-015, -3.4889e-009, 1.8036e-010
0.854047, 0.957306, 0.00640806, -1.64082e-016, -1.11895e-009, 6.09304e-011
0.862528, 0.958754, 0.00640891, -1.14596e-018, -1.25996e-010, 7.63953e-012
