0.808442, 0.893381, 0.00701598, -1.93846e-017, -4.61147e-010, 2.73406e-011
0.80273, 0.891074, 0.00703276, -3.13757e-017, -5.00642e-010, 2.93943e-011
0.823188, 0.90586, 0.0068463, -1.971e-018, -2.00303e-010, 1.19858e-011
0.817371, 0.905295, 0.00684635, -9.61812e-017, -8.82679e-010, 5.04304e-011
0.830823, 0.903272, 0.00685932, -1.92218e-018, -1.50221e-010, 9.08647e-012
0.812544, 0.909508, 0.00682823, -3.02716e-015, -4.76005e-009, 2.6807e-010
0.829151, 0.905512, 0.00684865, -2.95983e-017, -6.27225e-010, 3.69631e-011
0.802781, 0.892685, 0.0069725, -1.04321e-015, -3.06863e-009, 1.8618e-010
0.819054, 0.906343, 0.00682281, 3.92591e-018, 2.1968e-011, 8.61357e-012
0.818337, 0.909522, 0.00682282, -5.58284e-017, -6.78626e-010, 3.97383e-011
