0.805131, 0.890939, 0.00705197, 2.96079e-018, -1.10171e-010, 7.9533e-012
0.800593, 0.892005, 0.0070082, -8.4704e-016, -2.45997e-009, 1.38629e-010
0.828683, 0.904474, 0.0068431, 1.07112e-017, -3.13114e-010, 2.04098e-011
0.822638, 0.905074, 0.00685122, 1.99501e-018, -9.06283e-011, 6.22431e-012
0.823344, 0.909304, 0.00682855, 1.20719e-017, 2.64181e-011, 5.01502e-012
0.81832, 0.904352, 0.00685146, -2.60956e-017, -5.62183e-010, 3.30145e-011
0.825042, 0.905137, 0.00684466, -3.25425e-016, -1.61921e-009, 9.20817e-011
0.809198, 0.910055, 0.00681877, -2.86479e-015, -4.66855e-009, 2.62855e-010
0.817582, 0.906068, 0.00683257, 5.62627e-017, -3.35236e-010, 2.72396e-011
0.812905, 0.892296, 0.00699255, 1.83299e-019, -1.56289e-011, 2.36476e-011
