500	100	10	1	1.575
500	100	20	1	1.576
500	100	30	1	1.352
500	100	40	1	1.22
500	100	50	1	1.113
500	100	60	1	1.012
500	100	70	1	0.98
500	100	80	1	0.932
500	100	90	1	0.912
500	100	100	1	0.884
550	100	10	1	1.612
550	100	20	1	1.612
550	100	30	1	1.4
550	100	40	1	1.22
550	100	50	1	1.144
550	100	60	1	1.04
550	100	70	1	0.987
550	100	80	1	0.96
550	100	90	1	0.932
550	100	100	1	0.908
600	100	10	1	1.655
600	100	20	1	1.656
600	100	30	1	1.432
600	100	40	1	1.276
600	100	50	1	1.165
600	100	60	1	1.064
600	100	70	1	1.016
600	100	80	1	0.972
600	100	90	1	0.948
600	100	100	1	0.92
650	100	10	1	1.684
650	100	20	1	1.684
650	100	30	1	1.456
650	100	40	1	1.296
650	100	50	1	1.164
650	100	60	1	1.088
650	100	70	1	1.031
650	100	80	1	0.98
650	100	90	1	0.96
650	100	100	1	0.944
700	100	10	1	1.711
700	100	20	1	1.712
700	100	30	1	1.468
700	100	40	1	1.32
700	100	50	1	1.201
700	100	60	1	1.104
700	100	70	1	1.056
700	100	80	1	1.008
700	100	90	1	0.98
700	100	100	1	0.952
750	100	10	1	1.744
750	100	20	1	1.744
750	100	30	1	1.512
750	100	40	1	1.324
750	100	50	1	1.232
750	100	60	1	1.124
750	100	70	1	1.067
750	100	80	1	1.016
750	100	90	1	1
750	100	100	1	0.972
800	100	10	1	1.771
800	100	20	1	1.772
800	100	30	1	1.52
800	100	40	1	1.368
800	100	50	1	1.245
800	100	60	1	1.136
800	100	70	1	1.092
800	100	80	1	1.044
800	100	90	1	1.012
800	100	100	1	0.988
850	100	10	1	1.808
850	100	20	1	1.808
850	100	30	1	1.556
850	100	40	1	1.388
850	100	50	1	1.26
850	100	60	1	1.16
850	100	70	1	1.103
850	100	80	1	1.052
850	100	90	1	1.02
850	100	100	1	0.996
900	100	10	1	1.827
900	100	20	1	1.828
900	100	30	1	1.564
900	100	40	1	1.408
900	100	50	1	1.281
900	100	60	1	1.172
900	100	70	1	1.124
900	100	80	1	1.076
900	100	90	1	1.04
900	100	100	1	1.012
950	100	10	1	1.86
950	100	20	1	1.86
950	100	30	1	1.604
950	100	40	1	1.408
950	100	50	1	1.308
950	100	60	1	1.192
950	100	70	1	1.131
950	100	80	1	1.096
950	100	90	1	1.06
950	100	100	1	1.028
1000	100	10	1	1.887
1000	100	20	1	1.888
1000	100	30	1	1.612
1000	100	40	1	1.448
1000	100	50	1	1.321
1000	100	60	1	1.204
1000	100	70	1	1.16
1000	100	80	1	1.104
1000	100	90	1	1.072
1000	100	100	1	1.04
500	150	10	1	1.724
500	150	20	1	1.724
500	150	30	1	1.468
500	150	40	1	1.32
500	150	50	1	1.204
500	150	60	1	1.091
500	150	70	1	1.052
500	150	80	1	1.016
500	150	90	1	0.976
500	150	100	1	0.945
550	150	10	1	1.76
550	150	20	1	1.76
550	150	30	1	1.516
550	150	40	1	1.321
550	150	50	1	1.236
550	150	60	1	1.12
550	150	70	1	1.06
550	150	80	1	1.044
550	150	90	1	0.992
550	150	100	1	0.968
600	150	10	1	1.804
600	150	20	1	1.804
600	150	30	1	1.548
600	150	40	1	1.376
600	150	50	1	1.252
600	150	60	1	1.143
600	150	70	1	1.088
600	150	80	1	1.056
600	150	90	1	1.008
600	150	100	1	0.981
650	150	10	1	1.832
650	150	20	1	1.832
650	150	30	1	1.572
650	150	40	1	1.397
650	150	50	1	1.256
650	150	60	1	1.184
650	150	70	1	1.104
650	150	80	1	1.064
650	150	90	1	1.02
650	150	100	1	1.004
700	150	10	1	1.86
700	150	20	1	1.86
700	150	30	1	1.584
700	150	40	1	1.42
700	150	50	1	1.292
700	150	60	1	1.199
700	150	70	1	1.128
700	150	80	1	1.092
700	150	90	1	1.04
700	150	100	1	1.013
750	150	10	1	1.892
750	150	20	1	1.892
750	150	30	1	1.628
750	150	40	1	1.425
750	150	50	1	1.324
750	150	60	1	1.22
750	150	70	1	1.14
750	150	80	1	1.096
750	150	90	1	1.064
750	150	100	1	1.032
800	150	10	1	1.92
800	150	20	1	1.92
800	150	30	1	1.636
800	150	40	1	1.468
800	150	50	1	1.34
800	150	60	1	1.215
800	150	70	1	1.164
800	150	80	1	1.128
800	150	90	1	1.072
800	150	100	1	1.049
850	150	10	1	1.956
850	150	20	1	1.956
850	150	30	1	1.672
850	150	40	1	1.489
850	150	50	1	1.356
850	150	60	1	1.256
850	150	70	1	1.176
850	150	80	1	1.136
850	150	90	1	1.08
850	150	100	1	1.056
900	150	10	1	1.976
900	150	20	1	1.976
900	150	30	1	1.676
900	150	40	1	1.508
900	150	50	1	1.376
900	150	60	1	1.267
900	150	70	1	1.196
900	150	80	1	1.16
900	150	90	1	1.1
900	150	100	1	1.073
950	150	10	1	2.008
950	150	20	1	2.008
950	150	30	1	1.716
950	150	40	1	1.509
950	150	50	1	1.4
950	150	60	1	1.272
950	150	70	1	1.204
950	150	80	1	1.18
950	150	90	1	1.124
950	150	100	1	1.092
1000	150	10	1	2.032
1000	150	20	1	2.032
1000	150	30	1	1.724
1000	150	40	1	1.548
1000	150	50	1	1.412
1000	150	60	1	1.283
1000	150	70	1	1.232
1000	150	80	1	1.188
1000	150	90	1	1.132
1000	150	100	1	1.101
500	200	10	1	1.86
500	200	20	1	1.86
500	200	30	1	1.569
500	200	40	1	1.412
500	200	50	1	1.268
500	200	60	1	1.164
500	200	70	1	1.136
500	200	80	1	1.076
500	200	90	1	1.044
500	200	100	1	1.004
550	200	10	1	1.896
550	200	20	1	1.896
550	200	30	1	1.616
550	200	40	1	1.412
550	200	50	1	1.295
550	200	60	1	1.208
550	200	70	1	1.144
550	200	80	1	1.108
550	200	90	1	1.061
550	200	100	1	1.024
600	200	10	1	1.94
600	200	20	1	1.94
600	200	30	1	1.649
600	200	40	1	1.468
600	200	50	1	1.316
600	200	60	1	1.216
600	200	70	1	1.172
600	200	80	1	1.116
600	200	90	1	1.076
600	200	100	1	1.04
650	200	10	1	1.968
650	200	20	1	1.968
650	200	30	1	1.672
650	200	40	1	1.488
650	200	50	1	1.331
650	200	60	1	1.26
650	200	70	1	1.188
650	200	80	1	1.124
650	200	90	1	1.089
650	200	100	1	1.068
700	200	10	1	1.996
700	200	20	1	1.996
700	200	30	1	1.685
700	200	40	1	1.512
700	200	50	1	1.356
700	200	60	1	1.272
700	200	70	1	1.212
700	200	80	1	1.152
700	200	90	1	1.108
700	200	100	1	1.072
750	200	10	1	2.024
750	200	20	1	2.024
750	200	30	1	1.728
750	200	40	1	1.516
750	200	50	1	1.383
750	200	60	1	1.276
750	200	70	1	1.224
750	200	80	1	1.156
750	200	90	1	1.133
750	200	100	1	1.092
800	200	10	1	2.052
800	200	20	1	2.052
800	200	30	1	1.737
800	200	40	1	1.556
