0.993547, 0.988408, 0.00633285, -8.48059e-017, -7.3286e-010, 3.71291e-011
0.99252, 0.990446, 0.00633256, -2.70635e-018, -1.30916e-010, 6.63232e-012
0.992113, 0.986091, 0.0063326, -4.10414e-020, -1.61224e-011, 8.16799e-013
0.984709, 0.991565, 0.00633266, -2.61343e-017, -4.06824e-010, 2.06104e-011
0.991854, 0.992538, 0.00633246, -2.94038e-018, -1.3646e-010, 6.91316e-012
0.990089, 0.989468, 0.00633271, -5.10967e-017, -5.68854e-010, 2.88194e-011
0.99701, 0.987872, 0.00633235, -4.08425e-018, -1.60844e-010, 8.14878e-012
0.99473, 0.986879, 0.00633278, -3.39807e-018, -1.46696e-010, 7.432e-012
0.995088, 0.990158, 0.00633277, -3.08899e-017, -4.42335e-010, 2.24108e-011

